sentence,label,label_idx
Do the COVID-19 vaccines cause Bell's palsy?,Can Bell's palsy occur as a consequence of taking the COVID-19 vaccine?,44
Do the COVID-19 vaccines cause Bell's palsy?,"I've been hearing reports that the COVID-19 vaccine can give you Bell's Palsy, is this factual?",44
Do the COVID-19 vaccines cause Bell's palsy?,Is there a correlation between the COVID-19 jab and Bell's Palsy?,44
Do the COVID-19 vaccines cause Bell's palsy?,Is it possible for the COVID-19 vaccine to be a catalyst for Bell's palsy?,44
Do the COVID-19 vaccines cause Bell's palsy?,Is contracting Bell's palsy a possible side effect of the COVID-19 vaccine?,44
Do the COVID-19 vaccines cause Bell's palsy?,Can getting the COVID-19 vaccine potentially lead to a case of Bell's Palsy?,44
Do the COVID-19 vaccines cause Bell's palsy?,"Post-vaccine, could I be likely to experience Bell's Palsy?",44
Do the COVID-19 vaccines cause Bell's palsy?,"Certain reports alleging that the COVID vaccine has been causing Bell's Palsy have me worried, is there truth to these claims?",44
Do the COVID-19 vaccines cause Bell's palsy?,Are there any scenarios where COVID vaccination could lead to Bell's Palsy?,44
Do the COVID-19 vaccines cause Bell's palsy?,"I've heard that people are contracting Bell's palsy following vaccination, is this correct?",44
Do the COVID-19 vaccines cause Bell's palsy?,Does the COVID vaccine carry any Bell's palsy risk?,44
Do the COVID-19 vaccines cause Bell's palsy?,Can I get Bell's Palsy from a COVID-19 injection?,44
Do the COVID-19 vaccines cause Bell's palsy?,Are there any known incidents of Bell's Palsy stemming from COVID vaccination?,44
Do the COVID-19 vaccines cause Bell's palsy?,Could my risk of developing Bell's Palsy be heightened by getting the COVID-19 shot?,44
Do the COVID-19 vaccines cause Bell's palsy?,"I'm worried about the possibility of contracting Bell's palsy due to the vaccine, can you provide some guidance?",44
Do the COVID-19 vaccines cause Bell's palsy?,Could the COVID-19 vaccine be a possible trigger for Bell's Palsy?,44
Do the COVID-19 vaccines cause Bell's palsy?,"My social media feed has stories of people getting Bell's Palsy from the COVID shot, is this possible?",44
Do the COVID-19 vaccines cause Bell's palsy?,Can the vaccine cause conditions like Bell’s palsy?,44
Do the COVID-19 vaccines cause Bell's palsy?,COVID vaccination leading to cases of Bell's Palsy – are these claims backed by evidence?,44
Do the COVID-19 vaccines cause Bell's palsy?,Is Bell's Palsy a possible aftereffect of receiving the COVID shot?,44
Do the COVID-19 vaccines cause Bell's palsy?,"I've heard COVID vaccines might be linked to incidences of Bell's Palsy, is this accurate?",44
Do the COVID-19 vaccines cause Bell's palsy?,Can taking the COVID-19 vaccine provoke a case of Bell's Palsy?,44
Do the COVID-19 vaccines cause Bell's palsy?,Do recipients of the COVID vaccine run the risk of Bell's Palsy?,44
Do the COVID-19 vaccines cause Bell's palsy?,Could there be circumstances wherein the COVID-19 shot could result in Bell's Palsy?,44
Do the COVID-19 vaccines cause Bell's palsy?,What's the likelihood that the COVID vaccine could cause Bell's Palsy?,44
Do the COVID-19 vaccines cause Bell's palsy?,"I'm worried that I might develop Bell's Palsy if I get the vaccine, can you clarify?",44
Do the COVID-19 vaccines cause Bell's palsy?,Can Bell's Palsy develop as a byproduct of the COVID-19 vaccine?,44
Do the COVID-19 vaccines cause Bell's palsy?,Are there any cases reported of Bell's Palsy occurring as a result of the COVID vaccine?,44
Do the COVID-19 vaccines cause Bell's palsy?,Is the COVID-19 vaccine potentially linked to Bell's palsy?,44
Do the COVID-19 vaccines cause Bell's palsy?,"I've heard rumors that COVID vaccination can lead to Bell's Palsy, is this true?",44
Do the COVID-19 vaccines cause Bell's palsy?,"A rumor I saw online suggested that Bell's Palsy might occur due to the COVID-19 vaccine, is there any truth to this?",44
"Do the mRNA vaccines contain preservatives, like thimerosal?","Does thimerosal, or any other preservative, figure in the composition of mRNA vaccines?",45
"Do the mRNA vaccines contain preservatives, like thimerosal?","Does the makeup of mRNA vaccines include preservatives, such as thimerosal?",45
"Do the mRNA vaccines contain preservatives, like thimerosal?",Are mRNA vaccines formulated with preservatives like thimerosal?,45
"Do the mRNA vaccines contain preservatives, like thimerosal?","Do mRNA vaccines incorporate preservatives, akin to thimerosal?",45
"Do the mRNA vaccines contain preservatives, like thimerosal?","I'm curious, are preservatives like thimerosal included in mRNA vaccines?",45
"Do the mRNA vaccines contain preservatives, like thimerosal?","In the mRNA vaccines, are there any preservatives like thimerosal?",45
"Do the mRNA vaccines contain preservatives, like thimerosal?","Are there any preservatives, particularly thimerosal, in the mRNA vaccines?",45
"Do the mRNA vaccines contain preservatives, like thimerosal?",Are preservatives like thimerosal part of the mRNA vaccinations?,45
"Do the mRNA vaccines contain preservatives, like thimerosal?","Can you confirm if there are preservatives, such as thimerosal, in mRNA vaccines?",45
"Do the mRNA vaccines contain preservatives, like thimerosal?","Are preservatives, like thimerosal, found in the mRNA vaccines?",45
"Do the mRNA vaccines contain preservatives, like thimerosal?","I was wondering if mRNA vaccines have any preservatives, say thimerosal?",45
"Do the mRNA vaccines contain preservatives, like thimerosal?","In the content of mRNA vaccines, would we find any preservatives like thimerosal?",45
"Do the mRNA vaccines contain preservatives, like thimerosal?","Does thimerosal, a preservative, exist in mRNA vaccines?",45
"Do the mRNA vaccines contain preservatives, like thimerosal?","I would like to know if the mRNA vaccines include any preservatives, especially thimerosal?",45
"Do the mRNA vaccines contain preservatives, like thimerosal?",Do mRNA vaccines contain thimerosal or other similar preservatives?,45
"Do the mRNA vaccines contain preservatives, like thimerosal?","Thimerosal is a preservative, does it form part of the mRNA vaccines?",45
"Do the mRNA vaccines contain preservatives, like thimerosal?",Does the mRNA vaccine consist of preservatives like thimerosal?,45
"Do the mRNA vaccines contain preservatives, like thimerosal?","Is thimerosal, or any preservative for that matter, part of the mRNA vaccines?",45
"Do the mRNA vaccines contain preservatives, like thimerosal?","Are any preservatives, perhaps thimerosal, used in mRNA vaccines?",45
"Do the mRNA vaccines contain preservatives, like thimerosal?","Do mRNA vaccines contain thimerosal, or any such preservatives?",45
"Do the mRNA vaccines contain preservatives, like thimerosal?",Can you tell me if mRNA vaccines include preservatives like thimerosal?,45
"Do the mRNA vaccines contain preservatives, like thimerosal?","Do mRNA vaccines have any sort of preservatives, for instance, thimerosal?",45
"Do the mRNA vaccines contain preservatives, like thimerosal?","Do mRNA vaccines contain any preservatives, particularly thimerosal?",45
"Do the mRNA vaccines contain preservatives, like thimerosal?",Do mRNA vaccines consist of thimerosal or any other kind of preservatives?,45
"Do the mRNA vaccines contain preservatives, like thimerosal?",Are preservative substances such as thimerosal utilized in mRNA vaccines?,45
"Do the mRNA vaccines contain preservatives, like thimerosal?","Can you inform me if preservatives, like thimerosal, are part of mRNA vaccines?",45
"Do the mRNA vaccines contain preservatives, like thimerosal?","Are mRNA vaccines made with any preservatives, for example, thimerosal?",45
"Do the mRNA vaccines contain preservatives, like thimerosal?",Do the ingredients of mRNA vaccines involve preservatives such as thimerosal?,45
"Do the mRNA vaccines contain preservatives, like thimerosal?","Do mRNA vaccines feature any preservatives, could one of them be thimerosal?",45
"Do the mRNA vaccines contain preservatives, like thimerosal?",Does the mRNA vaccine list preservatives such as thimerosal among its components?,45
"Do the mRNA vaccines contain preservatives, like thimerosal?","Is thimerosal, a known preservative, included in mRNA vaccines?",45
"Do the mRNA vaccines contain preservatives, like thimerosal?",Does the mRNA vaccine formulation contain preservatives like thimerosal?,45
"Do the mRNA vaccines contain preservatives, like thimerosal?","Are preservatives, perhaps thimerosal, a component of the mRNA vaccines?",45
"Do the mRNA vaccines contain preservatives, like thimerosal?",Do mRNA vaccines contain substances like thimerosal that act as preservatives?,45
"Do the mRNA vaccines contain preservatives, like thimerosal?","Possibly, do mRNA vaccines hold preservatives, including thimerosal?",45
"Do the mRNA vaccines contain preservatives, like thimerosal?",Could you confirm if mRNA vaccines include preservatives like thimerosal?,45
"Do the mRNA vaccines contain preservatives, like thimerosal?","Does the formulation of mRNA vaccines incorporate preservatives, such as thimerosal?",45
"Do the mRNA vaccines contain preservatives, like thimerosal?",Could preservatives like thimerosal possibly be in mRNA vaccines?,45
"Do the mRNA vaccines contain preservatives, like thimerosal?",Are preservatives such as thimerosal used in the formulation of mRNA vaccines?,45
"Do the mRNA vaccines contain preservatives, like thimerosal?",Are mRNA vaccines composed of thimerosal or similar preservatives?,45
"Do the mRNA vaccines contain preservatives, like thimerosal?","Could you tell me if thimerosal, or equivalents, are kept in the mRNA vaccines?",45
